product name,brand,price,number of colors/scent,rating
'Pink Grapefruit Towelettes Twin Pack','Neutrogena',$12.99,0,3.60
'Travel Size Photo Finish Radiance Primer','Smashbox',$15.00,0,4.20
'Clay Chameleon Transforming Purifying Cleanser','BareMinerals',$22.00,0,4.60
'Online Only Waterproof Eye Make-Up Remover With Soothing Cornflower','Klorane',$16.00,0,5.00
'Photo Focus Dewy Face Primer','Wet n Wild',$4.99,0,3.50
'The Fab Pore 3-In-1 Oil Control Serum','Soap & Glory',$18.00,0,3.90
'Organic Wear Bright Booster Oil Elixir','Physicians Formula',$15.99,0,4.60
'Prime + Set Complexion Kit','COVER FX',$25.00,0,5.00
'Online Only MegaGlo Dual-Ended Contour Stick','Wet n Wild',$4.99,2,3.10
'Perfect Finish HD Powder','e.l.f. Cosmetics',$6.00,0,3.90
'Online Only Golden Gatsby Old Money Quad Highlighter Palette','LASplash Cosmetics',$28.00,0,5.00
'African Black Soap Clarifying Cleansing Facial Wipes','SheaMoisture',$6.99,0,4.10
'Oil Control Primer Mist','e.l.f. Cosmetics',$8.00,0,3.30
'Photo Focus Matte Finish Setting Spray','Wet n Wild',$4.99,0,3.00
'Pure Nude Sunlighter','Essence',$4.99,0,4.80
'Online Only Highlighting Elixir Illuminating Drops','Sleek MakeUP',$9.00,3,4.50
'Gleam Cream 3 Piece Liquid Highlighter Kit','ULTA',$16.00,0,NA
'FaceStudio Master Strobing Stick Illuminating Highlighter','Maybelline',$8.99,2,4.20
'Online Only MegaGlo Makeup Stick Conceal and Contour','Wet n Wild',$4.29,3,3.60
'Online Only Hydrating Face Primer','e.l.f. Cosmetics',$6.00,0,2.70
'Face Highlighting Duochrome Stick','ULTA',$10.00,2,3.70
'Lit Mist Illuminating Setting Spray','PÜR',$24.00,0,3.60
'Makeup Melt Oil-Free Makeup Remover Wipes','Bliss',$5.25,0,4.60
'No Makeup Foundation Serum Broad Spectrum SPF 20','Perricone MD',$60.00,8,2.00
'Online Only Cream Blush Palette','e.l.f. Cosmetics',$6.00,0,4.70
'Argan Wear Ultra-Nourishing Argan Oil','Physicians Formula',$15.99,0,4.50
'FaceStudio Master Prime Blur + Defend Primer','Maybelline',$9.99,0,3.30
'Photo Finish Mattify Primer Stick','Smashbox',$32.00,0,3.70
'Matt Touch Blush','Essence',$3.99,2,4.50
'One Heck of a Blot','Soap & Glory',$16.00,0,4.10
'Online Only Travel Size Deep Cleansing Oil','DHC',$14.00,0,5.00
'Online Only Ready Set! Go Translucent Finishing Powder','Lottie London',$3.97,0,4.00
'Lollitint Cheek &amp; Lip Stain','Benefit Cosmetics',$30.00,0,4.20
'Fixing Spray','I Heart Revolution',$8.00,4,3.50
'Airbrush Away Pore Minimizing Primer','No7',$19.99,0,3.90
'Divine Goddess Luminizing Highlighter Palette','Buxom',$32.00,0,4.10
'Gold Rush Blush','Benefit Cosmetics',$30.00,0,4.20
'Facial Cleansing Towelettes Cucumber and Sage','Burt's Bees',$5.99,0,3.40
'White Charcoal Mattifying MakeUp Setting Spray','boscia',$38.00,0,3.80
'PhotoReady Concealer','Revlon',$6.59,5,4.10
'Online Only Retouch + Erase Light-Lifting Concealer','Milani',$8.99,3,3.80
'Prime And Fine Luminizing Powder Waterproof','Catrice',$8.99,0,3.80
'Online Only Full Spectrum Matte Ambition All Day Foundation','CoverGirl',$11.99,20,4.00
'Fresh &amp; Fit Awake Primer','Essence',$5.99,0,4.10
'Online Only Mermaid Highlighting Bar','Wet n Wild',$6.99,0,3.80
'Conceal Rx Physicians Strength Concealer','Physicians Formula',$10.49,2,4.00
'Contour Palette','e.l.f. Cosmetics',$6.00,0,3.70
'A Bit Jelly Gel Illuminator','NYX Professional Makeup',$15.00,3,4.60
'Online Only Floral Blush Duo Cheek Color','BH Cosmetics',$8.00,3,4.60
'Spotlight Illuminating Primer','Physicians Formula',$15.99,0,3.80
'Chamomile Makeup Eraser Pen','LashFood',$18.00,0,5.00
'Online Only Bronzer Refill','jane iredale',$44.00,4,5.00
'Peach Punch Cleansing Water','TONYMOLY',$16.50,0,4.70
'Light Correcting Serum Primer','Catrice',$10.99,0,4.00
'Online Only Island Time Highlighter','Ofra Cosmetics',$29.00,0,3.80
'Online Only Black Charcoal Blotting Linens','boscia',$10.00,0,4.60
'Online Only NARSissist Dual Intensity Cheek Palette','NARS',$45.00,0,4.30
'Primer + Studio HD Hydra Primer Spray','Essence',$4.99,0,4.40
'Online Only Symphony Face Obsession','J.Cat Beauty',$11.99,2,NA
'In Your Prime Perfecting Primer','FLOWER Beauty',$10.99,0,4.30
'Prime And Fine Make Up Transformer Drops Waterproof','Catrice',$7.99,0,4.00
'Superbalanced Silk Makeup Broad Spectrum SPF 15','Clinique',$27.00,0,4.20
'No Makeup Blush','Perricone MD',$35.00,0,NA
'Online Only Multiglow','ICONIC LONDON',$34.00,3,NA
'Online Only Hydrating Water Cleansing Cloths','e.l.f. Cosmetics',$4.00,0,5.00
'I&#39;m So Sensitive Soothing Face Primer','LORAC',$33.00,0,4.10
'Purity Made Simple Makeup Remover','Philosophy',$26.00,0,3.00
'Duo Chromatic Illuminating Powder','NYX Professional Makeup',$8.00,4,4.50
'Online Only Circle&#92;Delete Concealer','jane iredale',$32.00,2,2.50
'Liquid Glow','Anastasia Beverly Hills',$25.00,7,4.00
'Take It Off Cleansing Balm','Fountain of Truth',$36.00,0,3.80
'Crystal Primer','Pacifica',$13.00,0,3.90
'Make Me Glow Liquid Highlighter','Essence',$5.49,0,4.60
'Velvet Bronzer Contour Stick','L.A. Girl',$5.99,2,3.20
'Online Only BB Cream SPF 20','e.l.f. Cosmetics',$6.00,3,3.30
'Online Only Dermaprotect Daily Defense Broad Spectrum SPF 50','DERMAFLASH',$15.00,0,0.00
'Ultra Bronze','Makeup Revolution',$7.00,0,4.20
'UD Pro Contour Shapeshifter Brush','Urban Decay Cosmetics',$39.00,0,4.20
'Love Beauty Fully Highlight &amp; Blending Brush #223','IT Brushes For ULTA',$26.00,0,3.80
'Online Only Golden Soleil Baked Bronzer','J.Cat Beauty',$7.99,4,3.90
'Born To Glow Illuminating Powder','NYX Professional Makeup',$15.00,4,4.30
'Mineral Tinted Setting Powder','ULTA',$14.00,0,2.70
'Tender Flesh Blush','Flesh',$26.00,8,4.20
'Purity Made Simple Micellar Cleansing Water','Philosophy',$22.00,0,3.50
'One Step Illuminate','Stila',$36.00,0,4.00
'Stay All Day 10-in-1 HD Beauty Balm','Stila',$38.00,0,3.80
'Sun Lover Glow Bronzing Powder','Catrice',$8.99,0,4.50
'Travel Size Velvet Blurring Primer Perfecting Base','BECCA',$21.00,0,2.90
'Get Lit Multi-High Light','Pacifica',$15.00,3,5.00
'Cleopatra&#39;s Kiss Highlighting Palette','Sleek MakeUP',$7.50,0,4.30
'Bronze Booster Glow-Boosting Airbrushing Veil - Deluxe Edition','Physicians Formula',$14.99,0,4.20
'Rose Water Makeup Removing Wipes','Pacifica',$6.00,0,3.10
'Coverblend Concealing Treatment Makeup','Exuviance',$20.00,0,4.10
'Oil-Control Blotting Paper','Shiseido',$20.00,0,NA
'Supreme Glow Highlighter','Dose Of Colors',$28.00,6,4.50
'One Step Prime','Stila',$36.00,0,4.10
'Online Only Softwear Blush Glow','Lime Crime',$22.00,6,2.00
'Online Only Smooth Affair For Oily Skin Facial Primer &amp; Brightener','jane iredale',$50.00,0,0.00
'Light Illusion Loose Powder','Catrice',$8.99,0,4.30
'SkinActive Clean + Purifying Oil-Free Cleansing Towelettes','Garnier',$5.99,0,4.50
'Antioxidant Booster Drops','e.l.f. Cosmetics',$10.00,0,4.40
'No Makeup Bronzer Broad Spectrum SPF 15','Perricone MD',$35.00,0,NA
'Mineral Cleansing Water','BareMinerals',$18.00,0,4.10
'Luminous Matt Bronzing Powder','Essence',$4.49,0,4.60
'Baking Soda Micellar Water','Bioré',$2.99,0,4.20
'In Your Prime Revitalizing Primer','FLOWER Beauty',$10.99,0,4.20
'Infallible Pro Glow Powder','L'Oréal',$11.99,2,3.40
'Online Only Rose Gold Refillable Compact','jane iredale',$18.00,0,1.00
'True Match Lumi Liquid Glow Illuminator','L'Oréal',$11.99,2,3.90
'Star Primer','Makeup Revolution',$15.00,0,3.30
'PhotoReady Candid Anti-Pollution Setting Powder','Revlon',$5.99,2,3.90
'Ripe Flesh Glisten Drops','Flesh',$28.00,4,4.60
'Light Source Illuminating Highlighter','LORAC',$23.00,5,4.60
'Online Only Blush Crush Powder Blusher','Lottie London',$5.49,6,4.40
'Hydra Touch Powder Foundation','NYX Professional Makeup',$10.00,8,3.80
'Hi-Def Glow Illuminator Duo','Laura Geller',$16.50,0,3.60
'Online Only Aura Glow Liquid Highlighter','J.Cat Beauty',$8.99,6,3.70
'Online Only Full Spectrum Matte Ambition Skin Primer SPF 20','CoverGirl',$11.49,0,5.00
'Online Only Beauty Coco Organic Virgin Coconut Oil','St. Tropica',$12.99,0,5.00
'Tutti Frutti - Frosted Fruits Highlighter Stick','Too Faced',$30.00,2,3.90
'Chachatint Cheek &amp; Lip Stain','Benefit Cosmetics',$30.00,0,4.20
'Online Only POMMISST Hydration Spray','jane iredale',$33.00,0,5.00
'Hot Escapes Bronzer','Buxom',$28.00,2,4.40
'Online Only Café Bonheur Le Harmony Blush In Capitals','Lancôme',$40.00,0,4.50
'Online Only Prep+Sooth Camellia Face Oil','Milani',$13.99,0,3.90
'PhotoReady Insta-Filter Foundation','Revlon',$10.79,12,4.10
'Beautifully Bare Foundation Serum','e.l.f. Cosmetics',$8.00,2,4.10
'Online Only Spray, Set, Go Setting Spray','J.Cat Beauty',$6.99,2,4.10
'Sugar Rush - Coco-Nuts About You Makeup Removing Biodegradable Wipes','Tarte',$10.00,0,3.70
'Lip Whip Remover','Beauty Bakerie',$14.00,0,4.30
'SkinActive Micellar Makeup Removing Towelettes','Garnier',$5.24,0,3.50
'Online Only Tan Time Powder Bronzer','Lottie London',$6.99,2,4.40
'Color Harmony Blush Palette','Milani',$12.99,2,4.00
'Love You So Mochi Arcade Glam Highlighting Palette','NYX Professional Makeup',$19.00,0,3.40
'Porefecting White Charcoal Mattifying Treatment Primer','boscia',$38.00,0,4.20
'Strobe Lite Strobing Powder','L.A. Girl',$7.99,6,4.50
'Online Only Love Struck Blusher + Bronzer','J.Cat Beauty',$3.99,12,3.30
'Sensitive Calming Makeup Remover Wipes Fragrance Free','Olay',$9.99,0,4.00
'Melt Away Gel','PÜR',$15.40,0,5.00
'Smart Shade Pressed Powder','Almay',$8.39,4,5.00
'Double Wear Waterproof All Day Extreme Wear Concealer','Estée Lauder',$29.00,3,3.60
'Beautifully Bare Natural Glow Face Palette','e.l.f. Cosmetics',$8.00,0,3.70
'True Match Super-Blendable Multi-Use Concealer','L'Oréal',$12.99,14,3.50
'PhotoReady Powder','Revlon',$8.39,2,3.70
'SkinActive Clean+ Refreshing Makeup Remover Cleansing Towelettes','Garnier',$5.99,0,4.40
'Online Only Luminous Silk Compact Powder','Note Cosmetics',$8.50,4,4.70
'Beautifully Bare Blush','e.l.f. Cosmetics',$4.00,2,4.10
'Glazen Blush Gelee','Butter London',$26.00,4,3.80
'Online Only Illuminating Face Powder','Milani',$9.99,0,4.50
'Organic Wear BB Cream','Physicians Formula',$15.99,2,3.70
'Mineral Infused Face Primer','e.l.f. Cosmetics',$6.00,2,3.60
'Luminous Glow Skin Illuminating Powder','L.A. Girl',$6.99,2,4.00
'Glow Creator Multi-Use Liquid Highlighter Drops','Dermablend',$33.00,4,4.00
'Super BB #InstaReady BB Cream SPF 30','Physicians Formula',$15.99,0,3.90
'Airbrush Away Radiance Boosting Primer','No7',$19.99,0,4.50
'Online Only Highlight &amp; Contour Pro Singles','NYX Professional Makeup',$5.00,4,3.70
'Online Only Illuminate Primer Highlighter','Amazing Cosmetics',$35.00,3,4.10
'Smashbox + Vlada Petal Metal Shimmer Spray','Smashbox',$39.00,0,3.40
'CliniqueFIT Lip + Cheek Flush','Clinique',$23.00,0,3.80
'Powder Blush','Revlon',$6.59,3,4.20
'Dreamteam Complexion Duo','Urban Decay Cosmetics',$36.00,0,0.00
'Online Only Floral Water Make-Up Remover With Soothing Cornflower','Klorane',$10.00 - $24.00,2,4.00
'PhotoReady Insta-Fix Makeup','Revlon',$8.39,2,4.10
'Smashbox + Vlada Petal Metal Shimmer Drops','Smashbox',$32.00,2,4.00
'Infallible Total Cover Concealing and Contour Kit','L'Oréal',$16.99,0,4.10
'Holographic Halo Finishing Powder','NYX Professional Makeup',$12.00,0,4.40
'Micellar Cleansing Water Complete Cleanser','L'Oréal',$9.99,0,4.10
'Untouched Skin Brightening Foaming Primer','SMITH & CULT',$32.00,0,3.00
'Online Only Highlighter Set','e.l.f. Cosmetics',$2.47,0,3.70
'Clear Complexion Blotting Linens','boscia',$10.00,0,4.70
'Micellar Cleansing Water','Skyn Iceland',$25.00,0,3.80
'Prime Perfection Hydrating + Pore-Minimizing Face Primer','Milani',$9.99,0,3.40
'African Black Soap and Bamboo Charcoal Detoxifying Micellar Water','SheaMoisture',$10.99,0,4.70
'FaceStudio Master Blush Color &amp; Highlight Kit','Maybelline',$12.99,0,4.20
'CC+ Veil Beauty Fluid Foundation SPF 50','It Cosmetics',$38.00,2,4.00
'PRO Hi-Res Lip &amp; Cheek Powder','LORAC',$19.00,6,3.60
'FaceStudio Master Holographic Prismatic Highlighter','Maybelline',$9.99,2,3.20
'Total Control Drop Primer','NYX Professional Makeup',$17.00,0,3.70
'Velvet Matte Skin Tint Broad Spectrum SPF 30','NARS',$45.00,2,4.20
'Online Only Aqua Beauty Aqua Infused Blush &amp; Bronzer','e.l.f. Cosmetics',$6.00,3,4.30
'Online Only Fragrance- Free Cleansing Cloths','e.l.f. Cosmetics',$3.00,0,4.50
'Shape in a Box Contouring Palette','Catrice',$8.99,2,5.00
'Color Correcting Stick','e.l.f. Cosmetics',$4.00,3,3.40
'Shake &amp; Boost','PÜR',$26.00,0,4.90
'Online Only Opals Hi-Lite Palette','Lime Crime',$38.00,0,4.50
'Instant Matt Makeup Setting Spray','Essence',$4.99,0,3.90
'Rainbow Crystals Liquid Mineral Strobe Multi-Use Highlighter','Pacifica',$13.00,4,4.30
'FaceStudio Master Strobing Liquid Illuminating Highlighter','Maybelline',$8.99,0,4.00
'Bi-Facil Face Bi-Phased Micellar Water Face Makeup Remover &amp; Cleanser','Lancôme',$40.00,0,4.90
'Online Only Full Spectrum Matte Ambition All Day Powder Foundation','CoverGirl',$13.49,12,5.00
'Arctic Glow Highlighting Powder','Catrice',$8.99,0,4.00
'Glow To Go Highlighter Palette','Essence',$5.99,0,4.60
'Online Only The Tribe Highlighter Vol. 2','Juvia's Place',$15.00,0,5.00
'Prep + Set + Go Transparent Face Powder','Milani',$9.99,0,3.90
'Clear Complexion Pressed Powder','Almay',$7.79,3,3.60
'Pro Illuminate','Makeup Revolution',$7.00,0,4.60
'Online Only Pressed Blush','Ofra Cosmetics',$9.00 - $12.00,7,4.40
'All About Matt! Fixing Compact Powder Waterproof','Essence',$4.49,0,3.50
'Best Blend Forever Makeup','Almay',$10.19,0,4.10
'Online Only Lemongrass Love Hydration Spray','jane iredale',$33.00,0,NA
'Powder Palette Multi-Colored Bronzer','Physicians Formula',$14.99,0,4.20
'Online Only Matcha Blotting Sheets','Winky Lux',$8.00,0,5.00
'Online Only GreatShape Contour Kit','jane iredale',$49.00,2,3.00
'Online Only Perfecting Pen','Note Cosmetics',$8.50,3,3.50
'Re-Loaded Lustre Lights Cool Highlighter Palette','Makeup Revolution',$8.00,0,5.00
'ColorStay Concealer','Revlon',$6.59,6,3.40
'Online Only Full Spectrum Sculpt Expert Multiuse Cheek Palette','CoverGirl',$13.49,3,5.00
'No Glow Anti-Shine Stick','C&C by Clean & Clear',$12.00,0,4.30
'Infallible Pro Glow Lock Primer','L'Oréal',$12.99,0,2.80
'Magic Mosaic Multi-Colored Custom Light Bronzer in Warm Beige','Physicians Formula',$14.99,0,3.40
'Online Only Illumi-Naughty Highlighting and Concealing Pen','Wet n Wild',$4.99,3,4.00
'#InstaReady Concealer','Physicians Formula',$11.49,0,4.20
'Re-Loaded Lustre Lights Warm Highlighter Palette','Makeup Revolution',$8.00,0,3.30
'POREfection Complexion Pen','LORAC',$23.00,12,3.90
'True Match Lumi Powder Glow Illuminator','L'Oréal',$11.99,2,3.50
'All Bright Soothing Eye Make Up Remover','Botanics',$6.99,0,3.90
'Online Only Highlighter Godet Pan Large','Ofra Cosmetics',$21.75,4,4.80
'Hocus Focus','Soap & Glory',$15.00,0,4.20
'Prime Shield Mattifying + Pore-Minimizing Face Primer','Milani',$9.99,0,3.10
'Online Only Upgrade / Highlighter','PYT Beauty',$14.30,3,4.30
'Travel Size Wipe Your Face Off','Formula 10.0.6',$2.09,0,4.00
'ColorStay Prep &amp; Protect Primer','Revlon',$8.39,0,4.30
'Online Only Visible Lift Radiance Booster','L'Oréal',$12.99,0,3.40
'MegaGlo Liquid Highlighter','Wet n Wild',$5.99,6,3.60
'True Match Lumi Shimmerista Highlighting Powder','L'Oréal',$14.99,2,3.80
'Online Only Blush','e.l.f. Cosmetics',$2.00,0,3.60
'Make Me Blush Cheek Color','Beauty by POPSUGAR',$30.00,4,4.90
'Away We Glow Strobing Cream','NYX Professional Makeup',$16.00,2,4.60
'Online Only Makeup Remover Cleansing Cloths Single Pack','e.l.f. Cosmetics',$3.00,0,4.00
'PhotoReady Prep, Set, Refresh Mist','Revlon',$7.79,0,4.50
'Prime+Studio Glow Boosting Primer','Essence',$4.99,0,4.00
'True Match Lumi Glow Nude Highlighter Palette','L'Oréal',$14.99,2,2.30
'Online Only Strobe of Genius','NYX Professional Makeup',$19.00,0,4.70
'MadeCera Cleansing Balm','SkinRx Lab',$13.00,0,4.30
'Online Only MegaGlo Makeup Stick Blush','Wet n Wild',$4.29,2,3.30
'Brighten Up! Peach Powder','Essence',$4.99,0,4.30
'Powdered Sugar Whipped Wonderland Liquid Highlighter','NYX Professional Makeup',$3.97,0,3.50
'MegaGlo Highlighting Palette','Wet n Wild',$14.99,0,4.20
'Beautifully Bare Luminous Matte Makeup Primer','e.l.f. Cosmetics',$8.00,0,3.40
'Vitamin C Brightening Mask','Derma E',$2.79,0,3.80
'Online Only Unicorn Hi-Lite Palette','Lime Crime',$38.00,0,4.50
'Micellar Water','Burt's Bees',$11.99,0,3.70
'Outlast All-Day Soft Touch Concealer','CoverGirl',$11.99,3,3.50
'Online Only Pureté Thermale Makeup Remover, Micellar Water Cleansing Wipes','Vichy',$7.99,0,NA
'Fantasy Liquid Highlighter','I Heart Revolution',$7.00,4,4.00
'PRO Blurring Translucent Loose Powder','LORAC',$32.00,0,3.30
'Fresh Flesh Illuminating Primer','Flesh',$32.00,0,4.00
'Sunlight Sensation Highlight Palette','L.A. Girl',$10.99,0,4.70
'Smart Shade CC Luminous Primer','Almay',$6.89,0,3.80
'Away We Glow Liquid Booster','NYX Professional Makeup',$17.00,4,4.40
'Online Only D2O Hydration Spray','jane iredale',$33.00,0,NA
'Online Only Travel Size Charm Holographic Highlighter','Winky Lux',$10.00,0,4.10
'Online Only Be Gone Makeup Eraser','TPSY',$20.00,0,5.00
'Crystal Aura Collection Glow Gelée Highlighter','Revlon',$6.59,0,4.30
'Online Only Highlighter Quad Spectrum Palette','J.Cat Beauty',$5.99,0,4.40
'#Insta To Go Blur Stick','Catrice',$5.99,0,3.00
'Online Only Pureté Thermale One Step Cleansing Micellar Water','Vichy',$14.50,0,4.50
'Invisible Concealer','CoverGirl',$6.99,3,3.70
'Baked Highlighter &amp; Blush','e.l.f. Cosmetics',$4.00,0,3.50
'Dual-Ended Cheek &amp; Contour Brush','Lancôme',$40.00,0,4.30
'ColorStay Finishing Powder','Revlon',$5.99,0,4.00
'Shimmer Dimmer Mattifying Stick','Flesh',$18.00,0,4.30
'Velvet Highlight Contour Stick','L.A. Girl',$5.99,2,3.60
'Online Only Selfie Ready Medium Coverage Matte Foundation','Lottie London',$4.79,9,4.20
'Aqua Beauty Aqua Primer Mist','e.l.f. Cosmetics',$8.00,0,3.20
'Divine Goddess Luminizer','Buxom',$28.00,0,4.30
'Baked Highlighter &amp; Bronzer','e.l.f. Cosmetics',$4.00,0,3.40
'Naturals Purifying Makeup Remover Cleansing Towelettes','Neutrogena',$7.99,0,4.30
'Concealer Twins 2-in-1 Correct and Cover Cream','Physicians Formula',$9.49,0,3.80
'Online Only Angels Hi-Lite Palette','Lime Crime',$38.00,0,4.10
'Online Only HD Mattifying Cream Foundation','e.l.f. Cosmetics',$6.00,0,4.50
'Prime &amp; Fine Anti-Red Base','Catrice',$7.99,0,2.70
'Online Only Kiss It Goodbye Lip Color Remover','e.l.f. Cosmetics',$3.00,0,4.30
'Online Only Cleansing Micellar Foaming Water Face Wash','La Roche-Posay',$18.00,0,4.30
'Color Icon Rainbow Highlighter','Wet n Wild',$5.99,0,4.50
'Online Only Make Them Jelly Hi-Lite','Almay',$8.99,3,3.20
'Online Only Makeup Remover Micellar Cleansing Water','Wet n Wild',$4.99,0,3.00
'Coverstick','Essence',$2.99,2,3.60
'Magic Skin Beautifier BB Cream Anti- Fatigue','L'Oréal',$10.99,0,2.80
'Oil-Free Makeup Remover Towelettes','Almay',$5.99,0,3.50
'Shimmer Highlighting Powder','e.l.f. Cosmetics',$6.00,3,4.30
'Online Only Translucent Mattifying Powder','e.l.f. Cosmetics',$3.00,0,3.30
'Super CC Color-Correction + Care CC All-Over Blur SPF 30','Physicians Formula',$15.99,0,3.40
'Online Only Powder Lights Highlighter','Winky Lux',$16.00 - $18.00,3,4.50
'Dark Circle Rehab Concentrated Correcting Creams','Pacifica',$14.00,0,3.80
'Argan Wear Argan Oil','Physicians Formula',$15.99,0,3.80
'Copperplate Highlighting Palette','Sleek MakeUP',$7.50,0,4.60
'Camouflage + Matt Concealer','Essence',$3.99,3,3.80
'All About Matt! T-Zone Primer Stick','Essence',$4.99,0,1.00
'Makeup Melt Remover Gel','Bliss',$6.00,0,2.60
'Online Only Versatile Matte Bronzer','Ofra Cosmetics',$18.75,0,5.00
'Online Only 100% Natural All Aglow Highlighter Stick','Burt's Bees',$7.79,0,3.50
'Micro-Contour Duo Pencil','NYX Professional Makeup',$2.49,4,3.40
'Kind To Skin Facial Wipes','Simple',$2.99,0,4.00
'Pure Nude Cosmolighter','Essence',$4.99,0,5.00
'Online Only HD Mattifying Balm','e.l.f. Cosmetics',$6.00,0,3.20
'Online Only Blissful Highlighter','Ofra Cosmetics',$29.00,0,4.60
'Glitter Up Babe','Brite',$12.00,3,3.70
'Glow Brite Radiance Boosting Primer','SMITH & CULT',$32.00,0,NA
'Online Only Skin Perfecting Primer','Note Cosmetics',$8.50,0,5.00
