product name,brand,price,number of colors,rating
'Gloss Bomb Universal Lip Luminizer','FENTY BEAUTY by Rihanna',$18.00,2,4.5
'Power Bullet Matte Lipstick','HUDA BEAUTY',$25.00,7,3.5
'Lip Sleeping Mask','LANEIGE',$20.00,1,4.5
'MatteTrance™ Lipstick','PAT McGRATH LABS',$25.00 - $38.00,29,4.5
'Lip Maestro','Giorgio Armani Beauty',$38.00,14,4.5
'Give Me Some Shine Lip Set','Sephora Favorites',$28.00,0,4.5
'Everlasting Liquid Lipstick','Kat Von D',$13.00 - $20.00,39,4.5
'Lip Injection Extreme','Too Faced',$14.00 - $28.00,0,3.5
'LUST: Mini MatteTrance™ Lipstick Trio','PAT McGRATH LABS',$25.00,1,4
'Orgasm Oil-Infused Lip Tint','NARS',$26.00,0,4
'Rouge Pur Couture The Slim Matte Lipstick','Yves Saint Laurent',$39.00,15,4
'Velvet Matte Lipstick Pencil','NARS',$20.00 - $27.00,27,4.5
'Rouge Volupté Shine Oil-In-Stick Lipstick','Yves Saint Laurent',$38.00,30,4.5
'Peach Puff Long-Wearing Diffused Matte Lip Color','Too Faced',$19.00,11,4.5
'Sugar Lip Treatment Sunscreen SPF 15','Fresh',$24.00,14,4.5
'Amuse Bouche Liquified Lipstick','Bite Beauty',$24.00,28,4.5
'Stunna Lip Paint Longwear Fluid Lip Color','FENTY BEAUTY by Rihanna',$24.00,7,4.5
'Matte Revolution Lipstick','Charlotte Tilbury',$34.00,11,4.5
'Dior Lip Glow','Dior',$34.00,6,4.5
'LUST: Lip Gloss','PAT McGRATH LABS',$25.00 - $28.00,28,4.5
'Full-On™ Plumping Lip Polish Gloss','Buxom',$21.00,41,4.5
'Lost Cherry Lip Color','TOM FORD',$60.00,0,5
'Cream Lip Stain Liquid Lipstick','SEPHORA COLLECTION',$14.00,95,4.5
'Peach Kiss Moisture Matte Long Wear Lipstick – Peaches and Cream Collection','Too Faced',$21.00,19,4.5
'Lip Gloss','NARS',$24.00,9,4.5
'Vinyl Cream Lip Stain','Yves Saint Laurent',$37.00,14,4.5
'Lip Color','TOM FORD',$55.00,44,4.5
'Full-On™ Plumping Lip Cream Gloss','Buxom',$21.00,24,4.5
'Confession Ultra Slim High Intensity Refillable Lipstick','Hourglass',$36.00,29,4.5
'BlitzTrance™ Lipstick','PAT McGRATH LABS',$38.00,5,3.5
'Agave Lip Mask','Bite Beauty',$26.00,4,4.5
'Dior Addict Stellar Shine Lipstick','Dior',$37.00,23,3.5
'Mattemoiselle Plush Matte Lipstick','FENTY BEAUTY by Rihanna',$18.00,23,4.5
'Rouge Dior Lipstick','Dior',$37.00,50,4.5
'Velvet Matte Lipstick Pencil Duo','NARS',$20.00,2,4.5
'Lip Cheat Lip Liner','Charlotte Tilbury',$22.00,14,4.5
'Studded Kiss Crème Lipstick','Kat Von D',$13.00 - $20.00,38,4.5
'Mini LUST: Gloss™ Trio','PAT McGRATH LABS',$25.00,1,4.5
'Amuse Bouche Lipstick','Bite Beauty',$26.00,45,4.5
'Lip + Cheek','MILK MAKEUP',$14.00 - $24.00,5,4.5
'Sugar Advanced Therapy Lip Treatment','Fresh',$26.00,1,4.5
'L'Absolu Lacquer','Lancôme',$26.00,15,4.5
'The Multiple','NARS',$39.00,6,4.5
'Liquid Matte Lipstick','HUDA BEAUTY',$20.00,26,4
'Dior Addict Lip Maximizer Plumping Gloss','Dior',$34.00,7,4.5
'Dior Addict Lacquer Stick','Dior',$37.00,20,4.5
'Ultra Shine Lip Gel','SEPHORA COLLECTION',$7.00 - $12.00,34,4.5
'Orgasm Afterglow Lip Balm','NARS',$28.00,0,4
'Powermatte Lip Pigment','NARS',$26.00,19,4.5
'Matte Crème Lip Crayon','Bite Beauty',$24.00,22,4.5
'Everlasting Lip Liner','Kat Von D',$11.00 - $19.00,24,4.5
'Vice Lipstick','Urban Decay',$19.00,64,4.5
'Color Splash Lipstick - Rainforest of the Sea™ Collection','tarte',$15.75 - $21.00,29,4.5
'Lipstick','NARS',$28.00,20,4.5
'Bomb Baby Mini Lip and Face Set','FENTY BEAUTY by Rihanna',$23.00,0,5
'Quench Lip Rescue Balm - Rainforest of the Sea™ Collection','tarte',$19.00,8,4.5
'Stay All Day® Liquid Lipstick','stila',$22.00,25,4
'Le Marc Lip Crème Lipstick','Marc Jacobs Beauty',$30.00 - $32.00,34,4.5
'Sugar Mint Rush Freshening Lip Treatment','Fresh',$24.00,0,4.5
'Lip Balm & Scrub','SEPHORA COLLECTION',$6.00,6,4
'Tatouage Couture Liquid Matte Lip Stain','Yves Saint Laurent',$37.00,28,4.5
'Amuse Bouche Liquified Lipstick - The Unearthed Collection','Bite Beauty',$24.00,9,4
'Mini Cream Lip Stain Set','SEPHORA COLLECTION',$12.00,0,4
'Enamored Hi-Shine Lip Lacquer Lipgloss','Marc Jacobs Beauty',$28.00,31,4.5
'Ultimate Lipstick Love','BECCA',$24.00,33,4.5
'Agave Lip Balm','Bite Beauty',$18.00,0,4
'Benetint Cheek & Lip Stain','Benefit Cosmetics',$12.00 - $30.00,0,4.5
'Liquid Lipstick','Anastasia Beverly Hills',$20.00,29,4
'Extra Lip Tint','Bobbi Brown',$34.00,3,4.5
'KUSH Lip Balm','MILK MAKEUP',$16.00,4,4
'#LIPSTORIES','SEPHORA COLLECTION',$8.00,39,4.5
'Crushed Liquid Lipstick','Bobbi Brown',$26.00,13,4.5
'Le Rouge Lipstick','Givenchy',$37.00 - $40.00,41,4.5
'Le Rose Perfecto Color Lip Balm','Givenchy',$37.00,7,5
'Rouge Gel Lip Liner','SEPHORA COLLECTION',$12.00,39,4.5
'Glossy Stain Lip Color','Yves Saint Laurent',$37.00,20,4
'Always On Matte Liquid Lipstick','Smashbox',$24.00,29,4.5
'Silky Satin Lip Colour','Christian Louboutin',$90.00,18,4.5
'Nude Matte Lipstick Set','Anastasia Beverly Hills',$21.00,0,4
'K.I.S.S.I.N.G Lipstick','Charlotte Tilbury',$34.00,9,4.5
'Lip Color Matte','TOM FORD',$55.00,17,4.5
'2's Company Nude Lipstick & Liner Duo','Kaja',$16.00,5,4.5
'Latex Love Long-Lasting Lip Gloss','Charlotte Tilbury',$34.00,5,3
'Rouge Cream Lipstick','SEPHORA COLLECTION',$5.00 - $13.00,43,4.5
'Boys & Girls Lip Color','TOM FORD',$36.00,56,4
'24/7 Glide-On Lip Pencil','Urban Decay',$21.00,30,4.5
'Ecstasy Lacquer','Giorgio Armani Beauty',$38.00,16,4.5
'Lip Liner To Go','SEPHORA COLLECTION',$3.00 - $6.00,14,4
'Artist Color Pencil: Eye, Lip & Brow Pencil','MAKE UP FOR EVER',$18.00,38,4.5
'Contour & Strobe Lip Set','HUDA BEAUTY',$25.00,2,4.5
'Audacious Lipstick','NARS',$34.00,23,4.5
'My Bare Lady Stay All Day Lipstick Set Mini','stila',$20.00,0,4
'Rouge Dior Ultra Rouge Lipstick','Dior',$37.00,25,4.5
'Chubby Stick Moisturizing Lip Colour Balm','CLINIQUE',$18.50,15,4.5
'Multistick','Bite Beauty',$24.00,18,4.5
'Ultra Shine Lip Color','TOM FORD',$55.00,9,4.5
'Powerplump Lip Balm','Buxom',$18.00,3,3.5
'The Lip Pencil','Bite Beauty',$18.00,14,4.5
'Poutliner Longwear Lip Liner Pencil','Marc Jacobs Beauty',$24.00 - $25.00,8,4.5
'Give.Bigger.Kisses GloPRO® Microneedling Facial Regeneration Tool Set','BeautyBio',$249.00,0,5
'Lippe Balm','Drunk Elephant',$18.00,0,4
'Weightless Lip Color Lipstick','KOSAS',$28.00,7,4.5
'Colorful Gloss Balm','SEPHORA COLLECTION',$5.00 - $8.00,32,4.5
'Frost Bunny, Frost Hunny, Frost Money Frosted Metal Lipstick 3-pc Set','FENTY BEAUTY by Rihanna',$39.00,2,4
'Almost Lipstick','CLINIQUE',$18.50,1,4.5
'Rouge G Customizable Lipstick','Guerlain',$33.00,40,4.5
'Hot Lips Lipstick','Charlotte Tilbury',$34.00,11,4
'24K Lip Blush','TOM FORD',$55.00,0,No
'Brazilian Kiss Cupuaçu Lip Butter','Sol de Janeiro',$18.00,0,4
'Coconut Lip Glossy','Kopari',$13.00,1,4.5
'Enamored Hydrating Lip Gloss Stick','Marc Jacobs Beauty',$28.00,7,4.5
'ROUGE PUR COUTURE Lipstick Collection','Yves Saint Laurent',$38.00,24,4.5
'Plumpline Lip Liner','Buxom',$18.00,18,4.5
'Beauty Boss Lip Gloss','stila',$15.00,11,5
'Color Lip Last Lipstick','SEPHORA COLLECTION',$7.00 - $14.00,19,4
'Velvet Matte Lip Colour','Christian Louboutin',$90.00,11,4.5
'Glitter Flip','Ciaté London',$19.00,16,4
'Rouge D'Armani Matte Lipstick','Giorgio Armani Beauty',$38.00,14,4.5
'N° 28 Lip Treatment Oil','Hourglass',$49.00,3,4
'Loubilaque Lip Lacquer','Christian Louboutin',$85.00,7,3.5
'Intense Therapy Lip Balm SPF 25','Jack Black',$8.00,0,4.5
'Multi-Stick','ILIA',$34.00,7,4.5
'Aqua Lip Waterproof Lipliner Pencil','MAKE UP FOR EVER',$20.00,12,4.5
'Wanderlust Plumping Lip Cream','Buxom',$21.00,5,5
'Melted Matte Liquified Long Wear Matte Lipstick','Too Faced',$21.00,21,4
'Lip Contour Matte Pencil','HUDA BEAUTY',$19.00,17,3.5
'Kitten Mini Everlasting Liquid Lipstick','Kat Von D',$11.00,1,5
'Rouge Interdit Vinyl Color Enhancing Lipstick','Givenchy',$34.00,16,4.5
'GENIUS Liquid Collagen Lip','Algenist',$35.00,0,4
'H2O Lip Gloss - Rainforest of the Sea™ Collection','tarte',$19.00,14,4.5
'Lip Gloss','Anastasia Beverly Hills',$16.00,28,4.5
'Lip Injection','Too Faced',$22.00,0,3.5
'Sugar High Nude Lip Trio','Marc Jacobs Beauty',$25.00,0,4.5
'Artist Rouge Lipstick','MAKE UP FOR EVER',$22.00,52,4.5
'LuxeTrance™ Lipstick','PAT McGRATH LABS',$38.00,23,4.5
'Matte Lipstick','Anastasia Beverly Hills',$18.00,35,4.5
'Luster Matte Long-Wear Lip Color','SEPHORA COLLECTION',$16.00,5,3.5
'GEN NUDE™ Liquid Lipstick','bareMinerals',$19.00,22,4.5
'Lip Fetish Lip Balm','PAT McGRATH LABS',$38.00,8,3.5
'Rouge Lacquer','SEPHORA COLLECTION',$12.50 - $13.00,29,No
'Bestsellers Lip Essentials Set','Bite Beauty',$25.00,0,5
'Rouge Shine Lipstick','SEPHORA COLLECTION',$7.00 - $13.00,26,4
'Instant Light Lip Comfort Oil','Clarins',$26.00,6,4
'Natural Nudes Lipstick','Too Faced',$22.00,9,4.5
'High Tides & Good Vibes Mini H2O Gloss Set - Rainforest of the Sea™ Collection','tarte',$39.00,0,4.5
'Everlasting Glimmer Veil Liquid Lipstick','Kat Von D',$22.00,6,4.5
'Sugar Lip Polish Exfoliator','Fresh',$24.00,0,4.5
'Le Marc Liquid Lip Crème','Marc Jacobs Beauty',$28.00,5,4.5
'Le Rouge Perfecto Beautifying Lip Balm','Givenchy',$37.00 - $40.00,4,4
'needles no more® 3-D LIP PLUMPFIX','Dr. Brandt Skincare',$39.00,0,5
'Tarteist™ Creamy Matte Lip Paint','tarte',$20.00,10,3.5
'Dior Addict Lip Tattoo','Dior',$30.00,7,3.5
'New Nudes Sheer Gel Lipstick','Marc Jacobs Beauty',$30.00 - $32.00,11,4.5
'Demi Matte Cream Lipstick','HUDA BEAUTY',$20.00,14,4
'Lip2Cheek','rms beauty',$36.00,8,4
'Outrageous Effect Volume Lip Gloss','SEPHORA COLLECTION',$12.00,1,4.5
'Mattemoiselle 10/10','FENTY BEAUTY by Rihanna',$149.00,0,4.5
'Luxe Lipstick','Bobbi Brown',$37.00,23,4.5
'Lip Glacé','Laura Mercier',$27.00,12,4.5
'Lip Magnet Liquid Lipstick','Giorgio Armani Beauty',$38.00,18,4.5
'Collagen Lip Bath Gloss','Charlotte Tilbury',$35.00,0,3.5
'GrandeLIPS Hydrating Lip Plumper Gloss','Grande Cosmetics',$27.00,6,4
'BAREPRO® Longerwear Matte Lipstick','bareMinerals',$20.00,11,4.5
'GIRL Lip Stylo','Hourglass',$34.00,19,4.5
'Butterstick Lip Treatment SPF 30','Kiehl's Since 1851',$22.00,5,4
'Pink Sands Color Splash Lipstick - Rainforest of the Sea™ Collection','tarte',$21.00,0,5
'Sheer Voile Lip Colour','Christian Louboutin',$90.00,8,4.5
'Snow Daze & Snow Nights Frosted Metal Lipstick 3-pc Set','FENTY BEAUTY by Rihanna',$36.00,1,4.5
'Satin Lip Pencil','NARS',$27.00,6,4.5
'Coconut Hydrating Lip Balm','Fresh',$18.00,0,4.5
'Volupté Liquid Color Balm','Yves Saint Laurent',$32.00,11,4.5
'Beauty Amplifier Lip Primer','SEPHORA COLLECTION',$12.00,0,4
'Argan Lip Sting Plumping Butter','Josie Maran',$23.00,2,4
'Buttermask Intense Repair Lip Treatment','Kiehl's Since 1851',$26.00,0,4
'Crushed Lip Color','Bobbi Brown',$29.00,9,4.5
'Lip Palette','Anastasia Beverly Hills',$48.00,0,4.5
'Tarteist™ Quick Dry Matte Lip Paint','tarte',$20.00,24,4
'Rouge Interdit Vinyl Color Enhancing Lipstick - 16 Noir Revelateur','Givenchy',$34.00,0,4.5
'Tinted Lip Conditioner','ILIA',$28.00,15,4
'Honey Butter Beeswax Lip Balm','Farmacy',$10.00,0,4
'Heart & Arrow Collector Rouge Volupté Shine Lipstick','Yves Saint Laurent',$38.00,2,4.5
'Lip Glowy Balm','LANEIGE',$15.00,3,No
'Volupté Tint-in-Balm','Yves Saint Laurent',$34.00,11,4.5
'Crystal Crème Shimmer Lip Crayon','Bite Beauty',$24.00,9,4.5
'Liptuitive Glow Lip Gloss','BECCA',$25.00,0,4
'Rouge Matte Lipstick','SEPHORA COLLECTION',$7.00 - $13.00,7,4
'Pink Sands Quench Lip Rescue Balm - Rainforest of the Sea™ Collection','tarte',$19.00,0,5
'Orchid Soleil Lip Color','TOM FORD',$54.00,0,4
'Artist Liquid Matte Lipstick','MAKE UP FOR EVER',$20.00,20,4.5
'Be Legendary Lipstick','Smashbox',$21.00,24,4.5
'Melting Lip Clicks','SEPHORA COLLECTION',$14.00,4,4.5
'Glow Lip Gloss','BECCA',$22.00,12,4.5
'Permagel Ultra Lip Pencil','PAT McGRATH LABS',$25.00,11,4.5
'Rouge G Customizable Lipstick Case','Guerlain',$22.00,23,4.5
'Beauty On The Fly - Chubby Treats','CLINIQUE',$18.00,0,4.5
'Line & Define Lip Primer','Bite Beauty',$22.00,0,4
'Lip Gelee','TOM FORD',$55.00,3,No
'Art Stick','Bobbi Brown',$29.00,7,4.5
'Spice Things Up Amuse Bouche Lipstick Collection','Bite Beauty',$26.00,7,4.5
'Volumizing Lip & Cheek Tint','Tata Harper',$39.00,0,4
'Confession Ultra Slim High Intensity Lipstick Refill','Hourglass',$22.00,29,4.5
'Quench Squad Hydrating Mini Lip Set - Rainforest of the Sea™ Collection','tarte',$20.00,0,3.5
'AcaiFusion Lip Balm Broad Spectrum SPF 30','Supergoop!',$9.50,0,4
'Volupté Plump-in-Color Plumping Lip Balm','Yves Saint Laurent',$39.00,5,4
'Heart Melter Lip Gloss Stick','Kaja',$17.00,5,4
'Lip Glow to the Max','Dior',$34.00,6,3.5
'Dior Addict Lacquer Plump','Dior',$37.00,17,3.5
'L'ABSOLU ROUGE','Lancôme',$32.00,25,4.5
'Amuse Bouche Mini Duo Set','Bite Beauty',$15.00,1,4.5
'Velour Extreme Matte Lipstick','Laura Mercier',$28.00,23,4.5
'Pop Splash™ Lip Gloss','CLINIQUE',$19.50,19,4.5
'Velvet Lip Glide','NARS',$26.00,11,4
'Le Marc Lip Frost Lipstick','Marc Jacobs Beauty',$32.00,4,4.5
'Hi-Fi Shine Ultra Cushion Lip Gloss','Urban Decay',$20.00,15,4
'Superbalm Moisturizing Gloss','CLINIQUE',$18.50,0,4.5
'Roller Baby Lip Gloss','INC.redible',$10.00,2,4
'Precision Lip Liner','NARS',$24.00,16,4.5
'Lip Color','MILK MAKEUP',$24.00,9,4
'Lip Gloss Set Mini','Anastasia Beverly Hills',$25.00,0,4.5
'Rosebud Salve in a Tube','Rosebud Perfume Co.',$7.00,0,4.5
'Dramatically Different Lipstick Shaping Lip Colour','CLINIQUE',$19.50,4,5
'French Press Lip Gloss','Bite Beauty',$22.00,5,4.5
'Matte & Strobe Lip Set','HUDA BEAUTY',$33.00,2,3.5
'Rich & Dazzling High-Shine Sparkling Lip Gloss','Too Faced',$21.00,5,4.5
'Long-Wear Lip Crème Liquid Lipstick','Jouer Cosmetics',$18.00,25,4
'Sugar Lip Caramel Hydrating Balm','Fresh',$18.00,0,4
'Cream and Sugar Nude Lip Trio Set','Marc Jacobs Beauty',$25.00,0,4
'Peach Lip Scrub - Peaches and Cream Collection','Too Faced',$17.00,0,4.5
'Convertible Color','stila',$25.00,4,4.5
'GEN NUDE™ Radiant Lipstick','bareMinerals',$20.00,9,4.5
'LE LIPSTIQUE - Lip Colouring Stick with Brush','Lancôme',$26.50,10,4.5
'Ultra Repair® Intensive Lip Balm','First Aid Beauty',$20.00,0,4.5
'Contour & Color Liner and Lipstick Duo','SEPHORA COLLECTION',$16.00,5,4
'Lippie Lingerie Matte Lip Tint','tarte',$24.00,5,4
'Je Ne Sais Quoi™ Hydrating Color Awakening Lip Treatment','IT Cosmetics',$24.00,1,4
'Cream Lip + Cheek Pencil','NUDESTIX',$26.00,7,4
'Agave Sugar Lip Scrub','Bite Beauty',$18.00,0,3.5
'Pep-Start Pout Restoring Night Mask','CLINIQUE',$17.50,0,4.5
'Rouge Interdit Satin Lipstick','Givenchy',$34.00,28,4.5
'Jelly Shot','INC.redible',$10.00,6,3
'Kiehl's Lip Balm #1','Kiehl's Since 1851',$9.50,0,4.5
'Panoramic Long Wear Lip Liner','Hourglass',$30.00,6,4.5
'Crème Smooth Lip Colour','Laura Mercier',$28.00,10,4.5
'KUSH Lip Glaze','MILK MAKEUP',$18.00,0,4.5
'VisionAiry Gel Lipstick','Shiseido',$26.00,13,4.5
'L'Absolu Rouge Drama Matte','Lancôme',$32.00,5,5
'Dior Addict Lip Sugar Scrub','Dior',$34.00,0,4.5
'Lipstick','Bobbi Brown',$29.00,6,4.5
'Gen Nude Patent Liquid Lipstick','bareMinerals',$19.00,16,4
'Always Sharp Lip Liner','Smashbox',$21.00,9,3.5
'Chubby Stick Intense Moisturizing Lip Colour Balm','CLINIQUE',$18.50,7,4.5
'Lip Contour Set','HUDA BEAUTY',$25.00,1,4
'Jessica Rabbit Glitter Storm Lipstick','Ciaté London',$22.00,0,4.5
'Rainforest of the Sea™ Sting Zing Plumping Lip Serum','tarte',$24.00,0,3
'Limited Edition Zodiac Sugar Lip Treatment Advanced Therapy','Fresh',$26.00,0,4
'Luxe Matte Lipstick','Bobbi Brown',$37.00,17,4.5
'Repairwear Intensive Lip Treatment','CLINIQUE',$30.00,0,4.5
'Matcha Lip Balm','Winky Lux',$14.00,4,4
'Essential Lip Enhancer Balm','Jouer Cosmetics',$16.00,0,4.5
'GEN NUDE™ Buttercream Lipgloss','bareMinerals',$19.00,9,4
'Liplift Lip Primer','Guerlain',$37.00,0,4
'Lip Strobe','HUDA BEAUTY',$18.00,11,4.5
'Posietint Cheek & Lip Stain','Benefit Cosmetics',$30.00,0,4.5
'Ultra Shine Lip Gel','SEPHORA COLLECTION',$12.00,4,4
'Holiday Contour & Strobe Lip Set','HUDA BEAUTY',$25.00,0,4.5
'Summer Daze & Summer Nights Iridescent Lip Luminizer Trios','FENTY BEAUTY by Rihanna',$32.00,0,5
'Le Rouge Perfecto - Spring Limited Edition','Givenchy',$40.00,0,5
'Cava Lip Collection','Bite Beauty',$24.00 - $26.00,3,4.5
'Hollywood Lips Liquid Lipstick','Charlotte Tilbury',$34.00,9,4
'Lip Powder','SEPHORA COLLECTION',$12.00,3,3.5
'Kitten Mini Studded Kiss Creme Duo Vampira Ombre','Kat Von D',$18.00,0,3.5
'Wild With Desire Lipstick','rms beauty',$28.00,14,4
'Rainforest of the Sea™ complexion vault','tarte',$140.00,0,No
'Lip Balm','Mario Badescu',$8.00,0,5
'Oil Infusion Color & Care','SEPHORA COLLECTION',$15.00,3,4
'Intense Matte Lip + Cheek Pencil','NUDESTIX',$26.00,11,4.5
'Rosebud Salve','Rosebud Perfume Co.',$7.00,0,4.5
'Pool Side Pout Lip Set','tarte',$25.00,0,4.5
'Enamored With Shine Vol. 2 - 4 Piece Mini Lipgloss Collection','Marc Jacobs Beauty',$32.00,0,4.5
'Lip Lustre Lip Gloss','Charlotte Tilbury',$22.00,9,3.5
'Stick Gloss','Laura Mercier',$26.00,3,4.5
'Cream Lip Stain Liquid Lipstick','SEPHORA COLLECTION',$14.00,4,4
'Lip Color Sheer','TOM FORD',$55.00,5,4
'Cupcake Lip Trio Kit','Winky Lux',$28.00,0,4
'Lip Injection Extreme Instant & Long-Term Lip Plumper','Too Faced',$28.00,0,3
'Full Vinyl Lip Lacquer','NARS',$26.00,5,4
'Coconut Lip Scrubby','Kopari',$16.00,0,4.5
'Gloss Angeles Lip Gloss','Smashbox',$19.00,13,4.5
'Lip Gloss','Bobbi Brown',$29.00,3,4
'Sugar Wonder Drops Lip Primer','Fresh',$26.00,0,4
'Rouge Dior Liquid','Dior',$37.00,28,4.5
'Ultra Repair Lip Therapy','First Aid Beauty',$12.00,0,4
'Cushy Vibe High-Pigment Lip Stain','Kaja',$18.00,5,4.5
'Pop Lip Colour + Primer','CLINIQUE',$19.50,11,4
'Rouge Balm SPF 20','SEPHORA COLLECTION',$13.00,0,4
'Ultra Shine Lip Gloss','TOM FORD',$48.00,9,4
'Le Monochromatique Eyeshadow and Highlighter','Lancôme',$25.00,3,4.5
'Cream Lip Shine','SEPHORA COLLECTION',$14.00,9,No
'Lip Conditioner','Caudalie',$12.00,0,4
'Rouge Pur Couture Limited Edition Lipstick','Yves Saint Laurent',$38.00,3,4.5
'Velour Lovers Lip Colour','Laura Mercier',$28.00,18,4
'Glitter Storm Lipstick','Ciaté London',$22.00,5,4.5
'Sparkle Kitty Lip Gloss + Balm Kit','Winky Lux',$17.00,0,4.5
'Flash Jumbo','SEPHORA COLLECTION',$12.00,8,4.5
'No Lipstick Lipstick SPF 15','Perricone MD',$30.00,0,4
'Rouge Lip Tint','SEPHORA COLLECTION',$12.00,7,4.5
'Ecstasy Shine Lipstick','Giorgio Armani Beauty',$38.00,20,4.5
'Sweet Peach Creamy Peach Oil Lip Gloss','Too Faced',$19.00,5,4
'Mystery Lip Kit','Sephora Favorites',$16.00,0,4.5
'Mini Magic Lip Duo Set','Givenchy',$25.00,0,3.5
'Clutch-Size Lip Balm','TOM FORD',$36.00,2,4
'BECCA x Khloé Kardashian & Malika Haqq Ultimate Lipstick Love','BECCA',$24.00,3,4.5
'Quickliner for Lips','CLINIQUE',$18.50,6,4.5
'Peach Tinsel Loose Sparkling Party Powder & Lipstick Set - Peaches & Cream Collection','Too Faced',$39.00,0,4.5
'Mood Balm Color Changing Lip Moisturizer','Kaja',$14.00,3,4
'BECCA x Chrissy Teigen Glow Lip Gloss','BECCA',$22.00,2,4.5
'Ultimate Ozone Multipurpose Primer Pencil','Urban Decay',$18.00,0,4
'Nude Gloss Balm Founder Set','NUDESTIX',$25.00,0,4.5
'Artist Plexi-Gloss','MAKE UP FOR EVER',$20.00,30,3.5
'High Shimmer Lip Gloss','Bobbi Brown',$29.00,3,4
'Pink Sands H2O Lip Gloss - Rainforest of the Sea™ Collection','tarte',$19.00,0,No
'Lo-Fi Lip Mousse','Urban Decay',$22.00,7,4
'Divine Duo™ Lip & Cheek','lilah b.',$46.00,4,4.5
'Lip Vinyl','MILK MAKEUP',$24.00,2,4
'Melted Matte-Tallic Liquified Metallic Matte Lipstick','Too Faced',$21.00,13,4
'KissKiss Creamy Satin Finish Lipstick','Guerlain',$37.00,17,4.5
'Ultra-Rich Lip Color','TOM FORD',$55.00,3,4.5
'Shine On Lip Screen Broad Spectrum SPF 50','Supergoop!',$22.00,0,4
'Rose Lip Conditioner','AERIN',$30.00,0,4.5
'Peach Mega Moisture Lip Balm - Peaches and Cream Collection','Too Faced',$17.00,0,4
'Satin Matte Lip Color','TOM FORD',$55.00,15,3.5
'Reinvented Lip Duo','Marc Jacobs Beauty',$20.00,0,4.5
'Florence Fig & English Rose Lip Trio','trèStiQue',$28.00,0,4.5
'Gloss Interdit Vinyl','Givenchy',$30.00,9,4
'Glimmer Balm','Winky Lux',$14.00 - $16.00,3,3.5
'Pillow Pout Creamy Plumping Lip Powder','Buxom',$22.00,9,4
'Tarteist™ Glossy Lip Paint','tarte',$20.00,5,4
'Opaque Rouge Liquid Lipstick','Hourglass',$28.00,8,3.5
'Prismatic Pearl Crème Lip Gloss','Bite Beauty',$22.00,9,4.5
'Le Rouge Lipstick - Spring Limited Edition','Givenchy',$40.00,0,5
'Longwear Lip Set','Marc Jacobs Beauty',$20.00,0,4
'Lip Metal','MILK MAKEUP',$24.00,3,3.5
'Lip Liner','Givenchy',$29.00,11,4.5
'MOISTURE BOUND Lip Treatment','AMOREPACIFIC',$35.00,0,4.5
'Everlasting Glimmer Veil Liquid Lipstick in Lolita','Kat Von D',$22.00,0,4
'Color Block High Impact Lipstick','ILIA',$28.00,14,5
'Le Marc Liquid Lip Crayon','Marc Jacobs Beauty',$26.00,9,4.5
'Luxe Lipstick Mini Set','Bobbi Brown',$25.00,0,4.5
'Haart™ Mermaid Glow Color Lip Balm','J.One',$19.00,1,4.5
'Soft Matte Liquid Lipstick','LAWLESS',$25.00,10,4
'Neo Nude Ecstasy Balm','Giorgio Armani Beauty',$34.00,2,3
'10th Anniversary Everlasting Glimmer Veil Liquid Lipstick','Kat Von D',$22.00,0,3
'Two Lil Mattemoiselles','FENTY BEAUTY by Rihanna',$19.00,0,4.5
'Lip Insurance Lip Primer','Too Faced',$20.00,0,4
'Lip Injection Glossy','Too Faced',$22.00,2,4
'Quickliner for Lips Intense','CLINIQUE',$18.50,9,4
'Matte Multiple','NARS',$39.00,3,4
'Lip Shine','rms beauty',$25.00,7,4.5
'Hyaluronic Marine Collagen Lip Cushion','Dr. Dennis Gross Skincare',$30.00,0,4
'Color Splash Shade Shifting Lipstick - Rainforest of the Sea™ Collection','tarte',$21.00,0,4.5
'Va-Va-PLUMP™ Shiny Liquid Lipstick','Buxom',$20.00,12,4
'Femme Nude Lip Stylo','Hourglass',$32.00,5,4
'The Pout Sparkling Rosé Hyaluronic Acid Collagen Plumping Lip Serum','BeautyBio',$35.00,0,3.5
'DSL Color and Gloss Lip Kit','Too Faced',$29.00,0,5
'Big & Sexy™ Bold Gel Lipstick','Buxom',$22.00,9,4
'Rapid Collagen Infusion For Lips','Murad',$24.00,0,3.5
'Beauty Amplifier Universal Lip Liner','SEPHORA COLLECTION',$10.00,0,4
'Long-Wear Lip Topper™','Jouer Cosmetics',$16.00,7,4
'Pout Prep Lip Exfoliant','tarte',$16.00,0,4.5
'They’re Real! Double The Lip Lipstick & Liner in One','Benefit Cosmetics',$10.00 - $20.00,11,3.5
'Sugar Cream Tinted Lip Treatment','Fresh',$24.00,5,4
'Luxe Liquid Lip High Shine','Bobbi Brown',$37.00,8,4.5
'Pep-Start Pout Perfecting Balm','CLINIQUE',$17.50,3,4
'Le Rouge Lipstick Lunar New Year Edition','Givenchy',$40.00,0,4.5
'Make Your Le Marc 3 Piece Mini Liquid Lip Crayon Set','Marc Jacobs Beauty',$25.00,0,4.5
'Pink Matte Mini Lipstick Set','Anastasia Beverly Hills',$21.00,0,4
'PLUMPRAGEOUS™ Nudes Collection Lip Treatment','GLAMGLOW',$19.00,1,3
'Molten Liquid Lipstick','KEVYN AUCOIN',$30.00,16,4.5
