product name,brand,price,number of colors,rating
'Beauty Amplifier Smoothing Translucent Setting Powder','SEPHORA COLLECTION',$16.00,0,3
'Magic Luminizer','rms beauty',$38.00,0,4.5
'Illuminator','ILIA',$34.00,4,4
'Combo Control Milky Face Primer','bareMinerals',$26.00,0,4
'Dawn Patrol™ Classic Makeup Primer SPF 30','COOLA',$42.00,0,4
'158 Double Ended Sculpting Brush','MAKE UP FOR EVER',$53.00,0,4.5
'Skin Love Glow Glaze Stick','BECCA',$28.00,0,4.5
'Face Glow Foundation','Natasha Denona',$42.00,11,4
'Shade + Light Crème Contour Palette Refill','Kat Von D',$14.00 - $16.00,11,4
'First Light Filter Face Primer Mini','BECCA',$21.00,0,4
'Surreal Skin Argan Finishing Balm','Josie Maran',$36.00,0,3.5
'Shimmer Veil','COVER FX',$28.00,5,4.5
'Skin Twinkle Lighting Palette Volume II - Rainforest of the Sea™ Collection','tarte',$42.00,0,4.5
'Terracotta  Healthy Glow Liquid Foundation SPF 20','Guerlain',$54.00,3,4.5
'Liquid Glow Highlighter','Anastasia Beverly Hills',$25.00,3,4
'Ultralucent Setting Powder','Cinema Secrets',$22.00,5,4.5
'Pomegranate Mattifying Primer','KORRES',$33.00,0,3.5
'Beauty Amplifier Pressed Setting Powder','SEPHORA COLLECTION',$16.00,0,4.5
'PRO Angled Contour Brush #75','SEPHORA COLLECTION',$32.00,0,4.5
'Invisible Loose Setting Powder','Laura Mercier',$38.00,0,3.5
'Mermaid Glitter Gel - Be A Mermaid & Make Waves Collection','tarte',$18.00,0,4.5
'Holographic Effect Stick','SEPHORA COLLECTION',$10.00,1,3
'Secret Blurring Powder','Laura Mercier',$28.00,1,3.5
'Iconics: Prime, Brighten and Glow Trio','BECCA',$40.00,0,4.5
'Cover(t) Stick Color Corrector','Marc Jacobs Beauty',$42.00,2,4
'A-Line Liquid Highlighter','Giorgio Armani Beauty',$38.00,1,3.5
'Transformatte Pore Vanishing Matte Foundation','Natasha Denona',$45.00,34,3.5
'Intensive Skin Serum Corrector','Bobbi Brown',$44.00,13,4
'Invisible Pressed Setting Powder','Laura Mercier',$38.00,0,3.5
'Ultra HD Underpainting Color Correction Palette','MAKE UP FOR EVER',$42.00,5,4
'The Sensual Skin Primer','KEVYN AUCOIN',$52.00,0,4
'The Etherealist Super Natural Concealer','KEVYN AUCOIN',$30.00,8,4
'Beauty Flash Balm','Clarins',$48.00,0,4.5
'Heaven's Dew All Over Glimmer','stila',$25.00,0,4.5
'Disco Queen Holographic Highlighter Powder','Urban Decay',$29.00,0,4
'The POREfessional Pearl Primer Mini','Benefit Cosmetics',$13.00,0,4
'Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40','Dr. Dennis Gross Skincare',$42.00,1,4
'Water Cloud Primer','COVER FX',$38.00,0,4
'The Rock Chick Look Set','Charlotte Tilbury',$230.00,0,5
'Highlighter Palette – Winter Solstice Palette','HUDA BEAUTY',$45.00,0,4.5
'You Glow Girl Iridescent Jelly','INC.redible',$12.00,3,4
'Touch Pen Complexion Sculptor and Concealer','Erborian',$31.00,1,4.5
'Glitter Stick','MILK MAKEUP',$30.00,0,4
'Liquid Strobe','MILK MAKEUP',$24.00,1,3
'Transfix Matte Concealer','Natasha Denona',$28.00,22,No
'Highlighter Hotshots','Benefit Cosmetics',$18.00,0,4
'MicroSmooth Baked Sculpting Contour Trio','SEPHORA COLLECTION',$21.00,0,4
'DD Cream Dermatologically Defining BB Cream Broad Spectrum SPF 30','DERMAdoctor',$40.00,0,3.5
'Maestro UV Skin Defense Primer SPF 50','Giorgio Armani Beauty',$64.00,0,3.5
'Pro Light Fusion Highlighter','MAKE UP FOR EVER',$39.00,1,4.5
'Champagne Rosé Luminizer','rms beauty',$38.00,0,4.5
'The One Perfecting Brush','BECCA',$49.00,0,3.5
'DayWear Multi-Protection Anti-Oxidant Sheer Tint Release Moisturizer Broad Spectrum SPF 15 - Normal/ Combination Skin','Estée Lauder',$54.00,0,4.5
'Hidden® Corrective Concealer','Hourglass',$34.00,9,4
'Glow Essentials Kit','BECCA',$39.00,0,4
'5 Camouflage Cream Palette Color Correct & Concealer','MAKE UP FOR EVER',$40.00,2,3.5
'Lingerie de Peau Aqua Nude Foundation','Guerlain',$49.00,8,4
'Holographic Face & Cheek Palette','SEPHORA COLLECTION',$28.00,0,4.5
'Flawless Finish Foundation','lilah b.',$48.00,4,3.5
'MicroSmooth Baked Sculpting Contour Trio','SEPHORA COLLECTION',$21.00,0,4
'Catch The Light Highlighter and Glowtion Duo','Wander Beauty',$34.00,0,4.5
'Chromatic Mix – Oil Base','MAKE UP FOR EVER',$14.00,4,4.5
'Acne Solutions Clearing Concealer','CLINIQUE',$18.50,2,3.5
'Filtered Light Setting Powder - Rainforest of the Sea™ Collection','tarte',$34.00,0,3
'Good Hydrations Silky Face Primer','bareMinerals',$26.00,0,3
'Re(cover) Perfecting Coconut Setting Mist','Marc Jacobs Beauty',$39.00,0,3.5
'Shade and Illuminate Cheeks','TOM FORD',$85.00,1,4
'Summer Radiance Kit','BECCA',$25.00,0,4
'Blot Party On-the-Go Mattifiers','tarte',$34.00,0,3.5
'Ultimate Corrector 5-in-1 Pro Palette™','Cinema Secrets',$36.00,1,4
'The Illuminator Radiant Perfecting Primer + Finisher','Estée Lauder',$38.00,0,4
'Dual Finish Multi-tasking Illuminating Highlighter','Lancôme',$40.00,4,5
'Color Correcting Finishing Powder','Algenist',$38.00,0,4
'Spotlight Palette Mini','Smashbox',$15.00,0,4
'Liquid Lift Foundation','MAKE UP FOR EVER',$44.00,12,4
'Prime + Set Complexion Kit','COVER FX',$25.00,0,4.5
'Matte Perfection Pre-Makeup Base Primer','HUDA BEAUTY',$32.00,0,3
'The Smoother Universal Perfecting Primer','Estée Lauder',$38.00,0,4
'Redness Solutions Daily Protective Base SPF 15','CLINIQUE',$24.00,0,3.5
'Face Powder In Jar','Koh Gen Do',$50.00,0,4.5
'Re(Marc)able Full Cover Concealer','Marc Jacobs Beauty',,0,4
'pores no more® multi-performance stick','Dr. Brandt Skincare',$35.00,0,3.5
'Moonchild Glow Kit','Anastasia Beverly Hills',$40.00,0,4.5
'Fluid Master Primer','Giorgio Armani Beauty',$58.00,0,4
'Lock-It Precision Powder Brush','Kat Von D',$32.00,0,5
'REVEAL Color Correcting Eye Serum Brightener','Algenist',$31.00,0,4
'Roller Glow Roll-On Highlighting Balm','Kaja',$28.00,0,3.5
'Contouring 101 Face Palette','SEPHORA COLLECTION',$20.00,0,3.5
'Blush & Luminizer On the Go Stick','SEPHORA COLLECTION',$8.00,0,3.5
'Bird's Nest Blurring Beauty Mousse Foundation','Pretty Vulgar',$36.00,7,3.5
'Extra Matte Ultra Mattifying Primer','Erborian',$42.00,0,3
'Prep & Matte Primer','Lancôme',$35.00,0,4.5
'Traceless Foundation Broad Spectrum SPF 15','TOM FORD',$87.00,11,4.5
'Diamond Luxe Luminizer Pressed Highlighter','Artist Couture',$38.00,3,3.5
'The Golden Goddess Look Set','Charlotte Tilbury',$230.00,0,3
'Pink Perfect Crème','Erborian',$39.00,0,4.5
'Moisturizing Bomb Cushion Compact Broad Spectrum SPF 50','belif',$42.00,1,4
'Contour Bronzer','rms beauty',$28.00,0,4
'anti-wrinkle miracle worker primer+ line-correcting primer','philosophy',$38.00,0,4.5
'Glam & Glow Liquid Lights Vault','COVER FX',$235.00,0,5
'Blur Drop Weightless Water Primer','Kaja',$22.00,0,4
'The Celestial Highlighting Powder','KEVYN AUCOIN',$44.00,1,4.5
'Radiant Translucent Powder SPF 20','ILIA',$34.00,1,4
'Natural Lighting Powder','Koh Gen Do',$50.00,0,4.5
'Uplighting Illuminating Powder','CLINIQUE',$27.00,2,4.5
'Prismatic Pearl Multistick','Bite Beauty',$24.00,4,3.5
'One Step Prime','stila',$36.00,0,4
'Retouching Face Pencil','Bobbi Brown',$34.00,6,4
'Camera Ready CC Cream Broad Spectrum SPF 30 Dark Spot Correcting','Smashbox',$42.00,1,4
'All That Glitters','MAKE UP FOR EVER',$25.00,0,5
'Terracotta Skin Cream Powder Foundation','Guerlain',$58.00,1,4.5
'Color Illuminating Compact','AMOREPACIFIC',$50.00,0,5
'Sheer Highlighting Duo','TOM FORD',$82.00,0,4
'The Perfect Light Highlighting Palette','COVER FX',$42.00,0,4.5
'Beyond Perfecting Powder Foundation + Concealer','CLINIQUE',$29.00,6,3.5
'Limitless Concealer','STELLAR',$27.00,9,4.5
'AMAZINGCONCEALER® Corrector','Amazing Cosmetics',$29.00,2,4
'Unplug & Let Glow Customizable Complexion Set','Wander Beauty',$44.00,0,5
'Signature Set Mod Collection','rms beauty',$44.00,0,4
'Glow Goodies Prep Set - Rainforest Of The Sea™ Collection','tarte',$15.00,0,3
'Metal Crush Extreme Highlighter','Kat Von D',$30.00,4,4
'Soleil Contouring Compact','TOM FORD',$110.00,0,4
'Glow Stick','SEPHORA COLLECTION',$8.00,1,4.5
'Candleglow Soft Luminous Foundation','Laura Mercier',$48.00,3,3.5
'Mochi Glow Bouncy Highlighter','Kaja',$19.00,3,4
'Beauty Amplifier Hydrating Face Primer','SEPHORA COLLECTION',$16.00,0,No
'Hippie Go Lucky Mascara & Face Mini Kit','Benefit Cosmetics',$32.00,0,4.5
'TOUCHE ECLAT WHITE Ultra Brightening Pen','Yves Saint Laurent',$38.00,0,3.5
'Concealer Palette','Black Up',$30.50,1,3.5
'Ultra HD Perfector Skin Tint Foundation SPF 25 - Mini','MAKE UP FOR EVER',$20.00,2,4
'Catch the Light Highlighter','Wander Beauty',$25.00,3,4.5
'Peach Luminizer','rms beauty',$38.00,0,5
'Soleil Glow Drops','TOM FORD',$50.00,1,4.5
'Whipped Cream Primer','Winky Lux',$20.00,0,4.5
'Double Wear Waterproof All Day Extreme Wear Concealer','Estée Lauder',$29.00,2,4
'Shimmering Swan Highlighter','Pretty Vulgar',$32.00,3,4.5
'TOP SECRETS Instant Matte Pore Refiner','Yves Saint Laurent',$20.00 - $35.00,0,No
'Master Mixer™','rms beauty',$38.00,0,4
'Rebound Collagen-Infused Complexion Prep Priming Spray','Urban Decay',$32.00,0,4.5
'Teint Couture Embellishing Concealer','Givenchy',$37.00,2,4.5
'10th Anniversary Metal Crush Highlighter','Kat Von D',$30.00,0,3.5
'Max Anti-Shine Mattifying Gel','Peter Thomas Roth',$35.00,0,4
'Glitter Glaze Quad','MILK MAKEUP',$49.00,0,3
'Tarteist™ PRO Glow Liquid Highlighter','tarte',$29.00,2,3
'Wonderful Cushion Foundation','SEPHORA COLLECTION',$24.00,1,4
'The Perfect Light Highlighting Powder','COVER FX',$34.00,2,4.5
'Maifanshi Pressed Powder','Koh Gen Do',$69.00,0,5
'Ultra HD Soft Light Liquid Highlighter','MAKE UP FOR EVER',$29.00,3,4.5
'Prisme Primer','Givenchy',$41.00,2,4
'Skin Esteem Organic Liquid Foundation','Antonym',$52.00,5,3.5
'Powder Contour Brush','Kat Von D',$30.00,0,4
'Illuminate Palette','SEPHORA COLLECTION',$28.00,0,4.5
'Skintune Blur Perfecting Primer Serum Mini','FARSÁLI',$22.00,0,No
'Aura Dew Face, Eyes, Lip','Shiseido',$25.00,2,4.5
'Anything Go-Gos Mini Mascara & Lip Set','Marc Jacobs Beauty',$20.00,0,5
'Wild Rose Smoothie Brightening Priming Moisturiser','KORRES',$45.00,0,4
'No Makeup Concealer Broad Spectrum SPF 35','Perricone MD',$35.00,2,4
'GLOWPOWDER™ Hyaluronic Acid Infused Glow Palette','GLAMGLOW',$42.00,0,4.5
'Cosmic Face Setting Powder','STELLAR',$30.00,2,4
'Afterglow 8-Hour Powder Highlighter','Urban Decay',$26.00,0,4.5
'Artist Face Color Mini Highlighter & Blush Duo','MAKE UP FOR EVER',$22.00,0,4.5
'The Sophisticate Look Set','Charlotte Tilbury',$230.00,0,No
'Flow-Thru Radiant Transclucent Powder SPF 20','ILIA',$34.00,0,3.5
'Marvelous Matte™ Crème Foundation','lilah b.',$54.00,4,4.5
'Skin Illuminating Powder Duo','TOM FORD',$85.00,0,4
'Divine Goddess™ Luminizing Highlighter Palette','Buxom',$32.00,0,5
'Starlust Holographic Highlight Palette','STELLAR',$37.00,0,4.5
'Glow Crème Illuminating Face Cream','Erborian',$42.00,0,3.5
'Argan Moonstone Glow Highlighting Stick','Josie Maran',$25.00,0,3.5
'Virtuous Veil™ Concealer & Eye Primer','lilah b.',$44.00,3,4
'Radiant Perfecting Powder','TOM FORD',$68.00,1,4.5
'Perfectionniste Concealer Palette','surratt beauty',$58.00,4,4
'Star Lit Liquid','MAKE UP FOR EVER',$24.00,4,4
'Luminizer X Quad Highlighter Palette','rms beauty',$48.00,0,4
'Dewy Spritz','Ciaté London',$25.00,0,3.5
'Skin Glossing Pencil','NUDESTIX',$26.00,0,3.5
'Blur Pencil','NUDESTIX',$26.00,0,4
'Cucumber Water Stick','ILIA',$42.00,0,3.5
'Mister Light Glow Highlighter','Givenchy',$37.00,0,4.5
'City Lights, Party Nights Set','Benefit Cosmetics',$32.00,0,4.5
'Ready, Set, Radiant Skin Mist','tarte',$25.00,0,3
'Studio Filter™ Pore Perfecting Primer','Lancer',$58.00,0,4
'Beauty Filter Cream Glow','Son & Park',$32.00,0,4
'The Dolce Vita Look Set','Charlotte Tilbury',$230.00,0,4
'The Gossamer Loose Setting Powder','KEVYN AUCOIN',$72.00,1,4
'Fortune, Fun, Favorites Mini Set','Benefit Cosmetics',$31.00,0,3.5
'Liquid BB Crème Au Ginseng Cushion Compact','Erborian',$48.00,0,4
'Glitter & Glow Highlighter','stila',$30.00,1,4.5
'Anti Shine Loose Powder','Black Up',$32.00,0,3
'Surreal Skin Concealer','surratt beauty',$50.00,6,4
'REVEAL Color Correcting Eye Serum Concealer','Algenist',$33.00,2,4
'Current Crush: Glitter Gel','Kat Von D',$20.00,0,4
'3D Highlighter Palette – Summer Solstice','HUDA BEAUTY',$45.00,0,4.5
'REVEAL Concentrated Luminizing Drops','Algenist',$38.00,2,4.5
'Renewed Hope in a Jar Glow Drops','philosophy',$35.00,0,4.5
'Glow Getter Mist','Wander Beauty',$28.00,0,4.5
'Face Glow Cream Shimmer','Natasha Denona',$42.00,2,4.5
'Face Glow Primer Hydrating Underbase','Natasha Denona',$35.00,0,4
'Ultimate Foundation 5-in-1 Pro Palette™','Cinema Secrets',$36.00,5,4
'You're A Lucky Star Mini Set','Benefit Cosmetics',$31.00,0,2.5
'Blurring Active Primer','Guerlain',$45.00,0,4
'Sculpting Pencil','NUDESTIX',$26.00,3,3
'Smooth Sailing Perfecting Primer','Wander Beauty',$36.00,0,3
'Splash Hydrating Setting Mist','Algenist',$35.00,0,4.5
'No Poreblem Priming Eraser','Touch In Sol',$14.00,0,4
'Magnetic Nude Glimmer Highlighter','NUDESTIX',$28.00,2,4
'Starlight Sparkle Dual Finish Highlighter Palette','Lancôme',$39.00,0,4
'Bienfait Teinté Beauty Balm Sunscreen Broad Spectrum SPF 30','Lancôme',$47.00,0,4.5
'Météorites Heart Shape Powder Blush','Guerlain',$63.00,0,3.5
'Chubby in the Nude Foundation Stick','CLINIQUE',$27.00,6,4
'Empty Shade + Light Crème Contour Palette','Kat Von D',$11.00,0,5
'Soleil Eye and Cheek Palette','TOM FORD',$155.00,1,4.5
'Concealer Pencil','MAKE UP FOR EVER',$19.00,0,4
'Concealing Pen','TOM FORD',$54.00,1,4.5
'The Neo Highlighter','KEVYN AUCOIN',$58.00,0,4
'Soleil Glow Bronzer','TOM FORD',$70.00 - $112.00,3,No
'All Over Starlighter Powder Highlight Stick','trèStiQue',$18.00,1,5
'Glisten & Glow','lilah b.',$60.00,0,4
'Shimmering Nudes Set','trèStiQue',$38.00,0,5
'Stay-Matte Universal Blotting Powder','CLINIQUE',$27.00,0,4
'Happily Ever Laughter Mini Set','Benefit Cosmetics',$31.00,0,3
'Essential Face Palette Warm','ILIA',$42.00,0,4
'Hide & Sheen Concealer and Highlighter Duo','Benefit Cosmetics',$14.00,0,4
'Golden Hour Liquid Highligher','SEPHORA COLLECTION',$14.00,2,4.5
'Give Me Some Glitter Hair And Body Glitter Set','SEPHORA COLLECTION',$10.00,0,5
'Pure Gold Ultra-Fine Face & Body Glitter','Too Faced',$17.00,0,5
'Glow-To Highlighter','Ciaté London',$32.00,3,4
'Tint, Moisturize & Blend Face Stick','trèStiQue',$30.00,5,4
'Diamond Powder','MAKE UP FOR EVER',$25.00,0,4
'Super Sealer Mattifying Setting Spray','Cinema Secrets',$24.00,0,3.5
'Double Wear Nude Cushion Stick Radiant Foundation','Estée Lauder',$42.00,5,3.5
'Invisible HD Face Powder','Natasha Denona',$32.00,1,4
'DayWear BB Anti-Oxidant Beauty Benefit Crème SPF 35','Estée Lauder',$42.00,0,3.5
'Beauty Amplifier Pore Primer','SEPHORA COLLECTION',$14.00,0,4.5
'Re-Dew Set & Refresh Spray','beautyblender',$30.00,0,4
'Primer Plus Sun Protection SPF 50','Bobbi Brown',$38.00,0,3.5
'Sephora PRO Dimensional Highlighting Palette','SEPHORA COLLECTION',$42.00,1,3
'Glamingo PRO Face Palette','Violet Voss',$45.00,0,4
'Secret Weapon Multitasking Pencil','Wander Beauty',$23.00,0,4
'Candleglow Concealer and Highlighter','Laura Mercier',$32.00,1,3
'Superprimer Face Primer - Colour Corrects Redness','CLINIQUE',$29.00,0,3
'Bright Future Radiant Luminizer','SEPHORA COLLECTION',$14.00,2,4
'Crush - Technicolor Crayon Set','Kat Von D',$34.00,0,No
'Beauty Amplifier Mattifying H2O Gel Primer Mini','SEPHORA COLLECTION',$9.00,0,3
'BECCA x Khloé Kardashian & Malika Haqq Glow Letters','BECCA',$18.00,0,2.5
'Mixing Balm','MAKE UP FOR EVER',$26.00,0,No
'Contour Kit Refill','Anastasia Beverly Hills',$14.00,3,4
'Lock It In Makeup Setting Spray','Pretty Vulgar',$30.00,0,4
'The Contour Brush','KEVYN AUCOIN',$40.00,0,3.5
'The Vintage Vamp Look Set','Charlotte Tilbury',$230.00,0,5
'The Neo-Limelight Highlighter','KEVYN AUCOIN',$58.00,0,4.5
'Matifying Tinted Moisturizer','Black Up',$39.50,0,4.5
'Hello, San FrancisGLOW! 'Glowin Downtown' Highlighter Kit','Benefit Cosmetics',$26.00,0,3.5
'You Glow Girl Loose Pigment Highlighter','INC.redible',$13.00,2,3.5
'Theory Highlighter, Blush & Bronzer','Viseart',$45.00,1,5
'Dream Puff Radiant Mousse Primer','Kaja',$26.00,0,No
'Mermaid Glow','Ciaté London',$32.00,0,4
'Magic Mattifying Balm & Blotting Sheet Duo','trèStiQue',$28.00,0,4
'The Etherealist Super Natural Concealer Corrector','KEVYN AUCOIN',$30.00,0,3.5
'Fresh Glow Foundation Gel Stick Foundation & Concealer','BURBERRY',$48.00,3,3.5
'Primer Plus Hydrating 3 in 1 Setting Spray','Bobbi Brown',$34.00,0,4.5
'Strobing Highlighting Stick','Black Up',$34.00,2,2.5
'Beyond Perfecting Super Concealer Camouflage + 24-Hour Wear - Apricot Color Corrector','CLINIQUE',$20.50,0,2.5
'Glitters','MAKE UP FOR EVER',$15.00,2,4.5
'Certified Organic Highlighter','Antonym',$42.00,0,3.5
'156 Large Flat Blush Brush','MAKE UP FOR EVER',$37.00,0,4.5
'TRANSLUCENCE Silky Loose Powder','Lancôme',$37.00,0,4
'Customizable Day-to-Night Touchup Set','trèStiQue',$55.00,0,4
'Step-By-Step Contour Stick Trio','Smashbox',$45.00,0,4
'AMAZINGCONCEALER® Illuminate','Amazing Cosmetics',$30.00,1,4.5
'Highlight & Contour Palette','Viseart',$80.00,0,4.5
'Ultralucent Illuminating Powder','Cinema Secrets',$22.00,2,4.5
'Lifting Primer Anti-Aging Serum','Natasha Denona',$60.00,0,3
'All Hours Primer','Yves Saint Laurent',$58.00,0,3
'Highlight & Perfect Multipurpose Stick','trèStiQue',$28.00,0,4
'Under Cover Concealer','Pretty Vulgar',$25.00,7,4
'Aqua Foundation Illuminator','Koh Gen Do',$45.00,1,2.5
'Illuminating Powder Foundation - Empty Compact','stila',$14.00,0,2
'Concealer & Corrector Duo','Black Up',$29.00,0,4.5
'Boudoir Short Hair Contour Brush','Bésame Cosmetics',$48.00,0,4.5
'Sculpting Kit','MAKE UP FOR EVER',$48.00,0,3.5
'Jessie J Artist Face Color Trio Palette','MAKE UP FOR EVER',$45.00,0,4.5
'Teint Idole Ultra Longwear Cushion Foundation SPF 50','Lancôme',$47.00,1,4
'The Rebel Look Set','Charlotte Tilbury',$230.00,0,5
'Radiance Concealer','Black Up',$29.50,0,4
'Skinperfect Primer SPF 30','Dermalogica',$53.00,0,4.5
'The Powder Room Translucent Setting Powder','Pretty Vulgar',$32.00,0,4.5
'Eye Light Highlighting Concealer','Natasha Denona',$29.00,3,3.5
'Perfection Powder - Featherweight Finish','Marc Jacobs Beauty',$48.00,0,3.5
'Matte and Blur Primer Stick','Givenchy',$38.00,0,3
'Dewy Skin Primer','COVER FX',$38.00,0,4
'Mystic Glow Powder','Givenchy',$47.00,0,3
'Rise and Prime - Balm and Primer Duo','Wander Beauty',$39.00,0,3.5
'Conceal, Cover & Correct Crayon','trèStiQue',$24.00,0,4
'Cosmic Face Lustre Illuminating Powder','STELLAR',$30.00,1,4.5
'Chromatic Mix – Water Base','MAKE UP FOR EVER',$14.00,0,4.5
'AMAZINGCONCEALER® Hydrate','Amazing Cosmetics',$32.00,0,4.5
'Pinrose x Sephora Collection Secret Genius Scented Cream Highlighter','SEPHORA COLLECTION',$22.00,0,3.5
'Magic Primer Anti-Shine Flawless Face Base','Natasha Denona',$55.00,0,4.5
'Epic Makeup Obsession - Bestsellers Set','Kat Von D',$49.00,0,No
'Mister Radiant','Givenchy',$42.00,0,4
'Detox and Chill Lava Water Foundation Primer','Pretty Vulgar',$38.00,0,4
'Hypno Highlight Creamy Shimmer Strobe','INC.redible',$10.00,1,2
'Lock-It Setting Powder Brush','Kat Von D',$38.00,0,5
'Illume Sheer Color Trio','Hourglass',$62.00,0,4.5
'Mét	éorites Baby Glow Touch','Guerlain',$40.00,0,4.5
'Gripping Primer','COVER FX',$38.00,0,4.5
'Face Protect SPF 50','TOM FORD',$76.00,0,4.5
'Original Skin™ Pore Perfecting Cooling Primer with Willowherb','Origins',$32.00,0,4
'Naked Skin Bronzing Beauty Balm Broad Spectrum SPF 20','Urban Decay',$34.00,0,4
'Anti-Aging Armour™ Super Smart Skin-Perfecting Beauty Fluid SPF 50+','IT Cosmetics',$38.00,0,4
'Corrector, Contour, Camouflage HD Palette','Viseart',$80.00,1,4
'Smooth Finish Flawless Fluide','Laura Mercier',$48.00,1,4
'Metal Crush Liquid Highlighter','Kat Von D',$25.00,3,3.5
'Bright Set Pressed Finishing Powder','SEPHORA COLLECTION',$16.00,0,3.5
'Naked Skin Ultra Definition Pressed Finishing Powder','Urban Decay',$34.00,0,3.5
'No Makeup Instant Blur','Perricone MD',$55.00,0,3.5
'Bouncy Highlighter Cooling Jelly Glow','Givenchy',$41.00,0,3.5
'The Ingénue Look Set','Charlotte Tilbury',$205.00,0,3
'Diaphane Loose Powder - Empty Compact','surratt beauty',$20.00,0,2
'Dream Team Complexion Duo','Urban Decay',$36.00,0,No
'Mother Of Dragons Highlighter Palette - Game Of Thrones Collection','Urban Decay',$36.00,0,No
'Pro Filt'r Mini Instant Retouch Setting Powder','FENTY BEAUTY by Rihanna',$18.00,3,No
'Teint Couture Everwear Concealer','Givenchy',$34.00,9,No
'Teint Couture Everwear Foundation','Givenchy',$52.00,19,No
'The Bombshell Look Set','Charlotte Tilbury',$205.00,0,No
'The Glamour Muse Look Set','Charlotte Tilbury',$230.00,0,No
'Diamond Bomb All-Over Diamond Veil','FENTY BEAUTY by Rihanna',$38.00,0,4.5
'Blush','NARS',$30.00 - $40.00,16,4.5
'Match Stix Matte Skinstick','FENTY BEAUTY by Rihanna',$25.00,19,4
'Orgasm Blush Jumbo','NARS',$40.00,0,5
'Born This Way Super Coverage Multi-Use Sculpting Concealer','Too Faced',$13.00 - $29.00,22,4.5
'Shimmering Skin Perfector® Pressed Highlighter','BECCA',$22.00 - $38.00,15,4.5
'Hoola Matte Bronzer','Benefit Cosmetics',$16.00 - $44.00,5,4.5
'Exposed Cheek Palette','NARS',$59.00,0,4.5
'Killawatt Freestyle Highlighter','FENTY BEAUTY by Rihanna',$34.00,8,4.5
'Amazonian Clay 12-Hour Blush','tarte',$29.00,12,4.5
'Cheek To Chic Blush','Charlotte Tilbury',$40.00,6,4.5
'Unicorn Essence Antioxidant Primer Serum','FARSÁLI',$22.00 - $54.00,0,4
'Hollywood Flawless Filter','Charlotte Tilbury',$44.00,6,4.5
'Custom Enhancer Drops','COVER FX',$42.00,6,4.5
'Bronzing Powder','NARS',$40.00,1,4.5
'Ambient® Lighting Powder','Hourglass',$24.00 - $48.00,8,4.5
'Ultra HD Invisible Cover Stick Foundation','MAKE UP FOR EVER',$43.00,19,4
'Lip + Cheek','MILK MAKEUP',$14.00 - $24.00,5,4.5
'Chocolate Soleil Matte Bronzer','Too Faced',$15.00 - $30.00,3,4.5
'Ambient Lighting Blush Collection','Hourglass',$24.00 - $40.00,13,4.5
'The Multiple','NARS',$39.00,6,4.5
'Touche Eclat All-Over Brightening Pen','Yves Saint Laurent',$35.00,13,4.5
'Ambient® Lighting Bronzer','Hourglass',$26.00 - $52.00,6,4.5
'Cheekleaders Mini Cheek Palette','Benefit Cosmetics',$30.00,1,4.5
'Natural Lust Satin Bronzer','Too Faced',$34.00,0,5
'BECCA x Khloé Kardashian & Malika Haqq Bronze, Blush & Glow Palette','BECCA',$44.00,1,4
'Bomb Baby Mini Lip and Face Set','FENTY BEAUTY by Rihanna',$23.00,0,5
'Shade + Light Face Contour Refillable Palette','Kat Von D',$49.00,0,4.5
'Bloom Blush & Glow Palette','Natasha Denona',$55.00,0,4.5
'The Cheekleaders Cheek Palette','Benefit Cosmetics',$60.00,1,4.5
'Colorful Face Powders – Blush, Bronze, Highlight, & Contour','SEPHORA COLLECTION',$14.00,16,4.5
'Ambient® Lighting Palette','Hourglass',$64.00,0,4.5
'Hollywood Beauty Highlighter Wand','Charlotte Tilbury',$38.00,0,4.5
'Killawatt Foil Freestyle Highlighter Palette','FENTY BEAUTY by Rihanna',$54.00,0,4.5
'Blush/Bronzer Duo','NARS',$24.00 - $42.00,2,4.5
'Loose Highlighter','Anastasia Beverly Hills',$25.00,2,4.5
'Liquid Blush','NARS',$30.00,2,4.5
'Filmstar Bronze & Glow Contour Duo','Charlotte Tilbury',$68.00,1,4.5
'Skin Foundation Stick','Bobbi Brown',$46.00,29,4
'O!Mega Bronzer Coconut Perfect Tan','Marc Jacobs Beauty',$49.00,0,4.5
'Benetint Cheek & Lip Stain','Benefit Cosmetics',$12.00 - $30.00,0,4.5
'The Sculpting Contour Powder','KEVYN AUCOIN',$44.00,2,4.5
'Instant Look Eyeshadow & Face Palette','Charlotte Tilbury',$75.00,0,4.5
'Blush Colour Infusion','Laura Mercier',$30.00,9,4.5
'All-Over Face Color','bareMinerals',$22.00,4,4.5
'Glass Glow Face Liquid Highlighter','KEVYN AUCOIN',$32.00,2,No
'Hoola Matte Bronzer Jumbo','Benefit Cosmetics',$44.00,0,5
'Sugar Glow Kit','Anastasia Beverly Hills',$40.00,0,4.5
'Nudies Matte Blush & Bronze','NUDESTIX',$32.00,6,4.5
'Step-By-Step Contour Kit','Smashbox',$35.00,0,4
'Blush Bouquet Dual Blush Palette','Jouer Cosmetics',$30.00,3,5
'Bronzer','Bobbi Brown',$44.00,5,4.5
'Holographic Stick','MILK MAKEUP',$14.00 - $18.00,5,4
'Bouquet D'Amour Six Shade Blush Palette','Jouer Cosmetics',$42.00,0,4.5
'Shade + Light Powder Contour Palette Refill','Kat Von D',$14.00 - $16.00,11,4.5
